0.98393,0.96688,0.93608
0.9664,0.92364,0.96901
0.95704,0.85006,0.92099
0.97241,0.9016,0.95972
0.96093,0.9616,0.95748
0.96213,0.89573,0.91774
0.96779,0.85192,0.94508
0.97558,0.96456,0.95333
0.97836,0.96313,0.95255
0.9233,0.94808,0.97104
0.95285,0.97122,0.91001
0.9473,0.97325,0.90957
0.95901,0.97522,0.92431
0.91648,0.9285,0.96593
0.95745,0.95127,0.94231
0.97542,0.95656,0.94433
0.96188,0.95282,0.90098
0.98289,0.93108,0.85899
0.96404,0.93819,0.97838
0.96257,0.96606,0.90818
0.97936,0.93734,0.95936
0.96767,0.9363,0.96189
0.96591,0.92452,0.93351
0.97433,0.94573,0.9507
0.98645,0.97082,0.93148
0.93789,0.91889,0.963
0.98354,0.96627,0.98398
0.97631,0.97045,0.97211
0.96031,0.94858,0.95318
0.98211,0.93317,0.98804
0.99009,0.96538,0.94655
0.96846,0.96292,0.94509
0.98106,0.94837,0.92662
0.95674,0.91712,0.9471
0.96368,0.94698,0.96951
