0.97681,0.98511,0.93329
0.96495,0.93101,0.94184
0.96929,0.86636,0.92207
0.97044,0.90956,0.9436
0.98114,0.96952,0.93367
0.96279,0.91324,0.91895
0.96839,0.92854,0.94177
0.97028,0.92284,0.95218
0.98712,0.96895,0.94149
0.91948,0.94963,0.96363
0.92468,0.96296,0.93764
0.95557,0.96181,0.91309
0.95681,0.97879,0.94616
0.9176,0.92785,0.85888
0.95918,0.95725,0.95508
0.9771,0.91565,0.94267
0.95864,0.94702,0.92236
0.97953,0.91711,0.86448
0.96568,0.95591,0.95766
0.95808,0.95298,0.90272
0.97719,0.93977,0.94213
0.96775,0.93935,0.94805
0.99577,0.9196,0.91947
0.97382,0.93994,0.9368
0.98345,0.96837,0.92423
0.95545,0.94414,0.9571
0.98491,0.94874,0.98262
0.97345,0.96854,0.97089
0.95813,0.94693,0.8759
0.985,0.92322,0.95032
0.98785,0.96871,0.94471
0.96446,0.96683,0.91764
0.95998,0.94171,0.92405
0.95366,0.93235,0.93268
0.9666,0.94076,0.96263
