96.96,17.918,-32.097,11.201,-1.6,0.10099,-0.00231,71.842,18.257,-34.405,15.396,-2.7912,0.22185,-0.006439,64.071,22.227,-47.031,21.215,-3.8882,0.31588,-0.0094508
98.022,45.227,-51.145,16.049,-2.1535,0.12778,-0.0026833,72.91,5.6367,-29.489,14.64,-2.7835,0.2304,-0.0069696,70.226,11.406,-31.656,14.746,-2.7375,0.22399,-0.0067306
98.178,36.136,-50.391,17.702,-2.6681,0.1826,-0.0046509,69.309,34.515,-48.335,19.497,-3.3947,0.26816,-0.0078893,71.155,1.4028,-24.98,12.612,-2.3843,0.19551,-0.0058581
85.864,42.003,-53.254,18.012,-2.6073,0.17015,-0.0040944,68.727,2.8243,-23.095,12.395,-2.5034,0.21795,-0.0068827,69.124,9.685,-33.537,15.617,-2.8625,0.23113,-0.0068654
87.18,27.681,-45.484,16.59,-2.5046,0.16854,-0.004169,64.04,20.598,-42.491,18.735,-3.3668,0.26861,-0.0079031,59.832,9.484,-29.073,13.746,-2.5478,0.2064,-0.0061167
96.375,41.501,-52.443,18.422,-2.8267,0.19928,-0.0052887,76.008,-3.7071,-10.246,5.3834,-0.95674,0.07133,-0.0019003,79.625,-0.5104,-18.306,10.071,-1.9997,0.1692,-0.0051759
93.424,37.203,-57.424,21.839,-3.53,0.25868,-0.0070786,64.369,-35.48,37.395,-12.802,1.9284,-0.1325,0.0033987,78.827,-0.72217,-20.953,11.214,-2.1534,0.17568,-0.0051711
89.005,27.01,-45.578,17.488,-2.7925,0.19971,-0.0052881,74.018,12.538,-34.263,15.247,-2.6931,0.21009,-0.0060382,78.16,9.9518,-33.369,14.898,-2.6187,0.20261,-0.0057616
65.818,6.5208,-5.9197,-0.47177,0.51101,-0.069187,0.002771,45.821,5.1688,-13.509,5.5798,-0.90848,0.064535,-0.0016633,43.862,12.69,-26.095,11.556,-2.0683,0.16377,-0.0047781
43.562,20.538,-26.639,9.8318,-1.545,0.10906,-0.0028423,39.397,12.525,-19.797,8.1592,-1.395,0.10605,-0.0029687,42.445,1.3192,-13.77,7.2074,-1.4061,0.11834,-0.0036201
38.644,16.373,-19.93,6.6604,-0.92454,0.055757,-0.0011707,46.933,6.9958,-19.447,8.7059,-1.5612,0.1241,-0.0036399,44.256,7.7178,-19.116,8.6771,-1.5639,0.12378,-0.0035929
59.489,-24.858,42.523,-18.607,3.3695,-0.27206,0.0081289,73.582,14.892,-29.839,12.62,-2.1665,0.16517,-0.0046458,79.4,18.596,-32.344,14.503,-2.7162,0.22652,-0.006952
86.62,16.929,-32.774,13.051,-2.1228,0.15286,-0.0040371,79.948,-12.168,-6.8864,5.2071,-1.0288,0.082106,-0.0023308,80.357,8.9236,-25.041,12.32,-2.3818,0.20041,-0.0061426
62.437,-45.815,51.22,-19.075,3.136,-0.23586,0.0066496,76.271,2.5012,-24.526,12.845,-2.4918,0.20788,-0.0063023,77.093,3.6673,-23.917,12.225,-2.3712,0.2003,-0.0061924
85.654,33.958,-43.839,14.391,-1.9939,0.12239,-0.002693,60.455,16.849,-34.416,14.727,-2.5597,0.19716,-0.0055941,55.555,12.218,-28.201,12.037,-2.0439,0.15244,-0.0041606
85.564,29.296,-38.38,11.817,-1.5039,0.081946,-0.0014792,58.121,10.124,-27.08,11.887,-2.0721,0.15934,-0.0045081,57.73,4.3555,-24.332,11.898,-2.217,0.17985,-0.0053366
63.402,24.213,-36.657,13.469,-2.0889,0.14636,-0.0038133,61.636,9.2696,-29.278,14.19,-2.6864,0.22219,-0.0067189,68.292,6.7174,-20.442,10.275,-2.0398,0.17612,-0.0055259
86.862,46.012,-58.59,21.269,-3.3647,0.24301,-0.0065626,71.928,6.7306,-29.632,14.574,-2.7798,0.23213,-0.0071065,68.205,6.5574,-26.668,12.962,-2.4356,0.19943,-0.0059638
92.721,45.757,-62.955,23.609,-3.8414,0.28602,-0.0079945,74.814,13.362,-32.727,15.409,-2.9092,0.24107,-0.0073034,71.348,10.441,-33.522,15.753,-2.9324,0.24096,-0.007289
92.472,27.73,-33.42,10.89,-1.5116,0.092944,-0.0020385,75.304,16.468,-39.872,17.777,-3.2023,0.25628,-0.0075797,70.184,4.7992,-27.199,13.715,-2.6368,0.22062,-0.0067483
93.528,33.133,-45.958,15.924,-2.3269,0.15212,-0.0036423,59.085,-38.082,42.531,-15.029,2.3381,-0.16646,0.0044439,82.73,-8.731,-15.05,9.5603,-1.9574,0.16635,-0.0050602
92.777,39.041,-54.004,19.349,-2.9459,0.20204,-0.0051235,80.188,3.6432,-23.24,12.22,-2.4266,0.20728,-0.0064146,74.558,9.7584,-31.359,14.368,-2.5796,0.20375,-0.0059207
102.07,31.241,-49.107,17.623,-2.7276,0.19379,-0.0051838,76.913,-4.085,-23.871,13.231,-2.5698,0.21189,-0.0063213,73.385,15.852,-42.691,20.031,-3.7119,0.30151,-0.0089689
94.733,40.256,-54.349,18.394,-2.63,0.16774,-0.0038893,73.093,14.081,-38.616,17.589,-3.1584,0.24849,-0.0071596,76.064,-5.9337,-22.132,12.327,-2.3765,0.19404,-0.0057232
88.453,39.072,-50.195,16.672,-2.3122,0.1407,-0.0030396,71.446,11.218,-35.851,16.239,-2.8621,0.2202,-0.0061933,68.836,7.5455,-30.901,15.368,-2.9245,0.24119,-0.0072443
88.475,44.987,-62.509,23.214,-3.6695,0.26183,-0.0069396,79.479,-2.8983,-22.398,12.138,-2.3181,0.18785,-0.0054969,76.485,6.7644,-31.396,15.27,-2.8595,0.23316,-0.006943
84.062,16.681,-39.311,17.184,-3.0734,0.24421,-0.0071498,62.553,8.5605,-29.832,14.768,-2.8114,0.23219,-0.0069861,76.145,2.7113,-26.705,14.839,-3.0201,0.26098,-0.0081223
80.159,25.647,-33.209,10.664,-1.4002,0.077362,-0.0013776,66.477,20.054,-27.86,12.691,-2.4299,0.20403,-0.0062238,69.299,16.803,-32.397,15.061,-2.8638,0.23994,-0.0073555
79.32,30.545,-40.823,12.828,-1.6419,0.088474,-0.0015282,62.91,21.463,-41.728,18.611,-3.4269,0.28052,-0.0084545,56.224,4.0889,-20.544,9.8323,-1.782,0.13928,-0.0039495
75.561,25.732,-40.308,13.9,-1.9666,0.12195,-0.0026987,57.111,21.709,-38.51,16.855,-3.0506,0.24609,-0.0073293,62.41,0.33118,-20.362,10.156,-1.8492,0.14442,-0.0040984
74.382,29.153,-37.213,12.555,-1.7894,0.11361,-0.0026294,58.989,10.758,-28.305,12.89,-2.3299,0.185,-0.0053861,55.926,2.9462,-24.19,12.378,-2.3545,0.19318,-0.0057744
95.256,52.731,-67.739,24.157,-3.6945,0.25549,-0.0065589,88.431,-2.1325,-25.725,13.033,-2.3777,0.18623,-0.0053064,84.367,19.063,-39.687,17.076,-2.9776,0.22968,-0.0065172
93.691,34.45,-47.444,16.091,-2.2763,0.1419,-0.0031661,79.778,11.144,-37.332,17.203,-3.1102,0.24667,-0.007172,75.625,12.685,-38.498,17.862,-3.2596,0.26096,-0.0076623
88.123,47.279,-62.761,23.687,-3.937,0.30206,-0.0087399,70.346,-27.785,30.136,-10.336,1.4861,-0.093657,0.0021143,81.797,-14.084,-11.568,9.0305,-1.9953,0.17938,-0.005735
93.899,21.456,-28.708,8.3034,-0.91604,0.035383,-6.9378e-05,74.139,11.642,-32.339,15.1,-2.8061,0.22977,-0.0069154,67.976,3.6537,-21.76,10.983,-2.0674,0.16714,-0.0049007
